Id,AddressStreet,CityName,ListingType,Price
M73000004-26082706,128 MOORES BEACH RD N,Georgina,Single Family,1699000
M73000004-26082710,65 DUNNING AVE,Aurora,Single Family,1273285.714
M73000004-26082758,1336 SYCAMORE GDNS,Milton,Single Family,1080800
M73000004-26082766,46 DOTCHSON AVE,Caledon,Single Family,1649000
M73000004-26082950,2589 DUNDAS Street W,Toronto,Single Family,2650000
M73000004-26083024,15 TRILLIUM Terrace,Halton Hills,Single Family,2395000
M73000004-26083046,314 MERTON ST,Toronto,Single Family,1599999
M73000004-26083068,114 SLAN AVE S,Toronto,Single Family,1599000
M73000004-26083083,28 MONTCLAIR RD,Richmond Hill,Single Family,3180000
M73000004-26083095,71 TOMABROOK CRES,Brampton,Single Family,949000
M73000004-26083103,9 SEWELLS LANE,Brampton,Single Family,902636.3636
M73000004-26083220,8080 SIDE RD 15 Road,Halton Hills,Single Family,2299000
M73000004-26083324,57 CANYON HILL AVE,Richmond Hill,Single Family,2998000
M73000004-26083341,118 STRATHCONA AVE,Oakville,Single Family,1151500
M73000004-26083343,7220 GUELPH LINE,Milton,Single Family,4100000
M73000004-26083484,87 OTONABEE AVE,Toronto,Single Family,3318769.231
M73000004-26083504,79 CANTERBURY CRT,Richmond Hill,Single Family,1759000
M73000004-26083522,3152 MORNING GLORY MEWS,Mississauga,Single Family,1829000
M73000004-26083578,66 RAMEAU DR,Toronto,Single Family,1680000
M73000004-26083583,78 GLEN MANOR DR,Toronto,Single Family,1770000
M73000004-26083586,74 CHICAGO LANE,Markham,Single Family,1248800
M73000004-26083591,33 ABERFOYLE ST,Vaughan,Single Family,1320000
M73000004-26083601,421 WEDGEWOOD DR,Oakville,Single Family,6787000
M73000004-26083603,242 QUEENSLEA AVE,Toronto,Single Family,1175000
M73000004-26083754,#17 -10 PORTER AVE W,Vaughan,Single Family,1089000
M73000004-26083757,27 COTTONWOOD CRT,Markham,Single Family,1398000
M73000004-26083768,8 COVENTRY CRT,Richmond Hill,Single Family,1798900
M73000004-26083784,460 BRISDALE DR,Brampton,Single Family,1299999
M73000004-26083785,1342 WESTON RD,Toronto,Multi-Family,1800000
M73000004-26083786,1099 CALDWELL AVE,Mississauga,Single Family,2188000
M73000004-26083791,40 HAROLD ST,Brampton,Single Family,1999999
M73000004-26083794,14 SUGAR CREEK LANE,Brampton,Single Family,1199000
M73000004-26083800,10 VALEWOOD DR,Caledon,Single Family,1470428.571
M73000004-26083801,142 DUNCAN LANE,Milton,Single Family,875000
M73000004-26084048,2256 Silverbirch Court,Burlington,Single Family,1012846.154
M73000004-26084137,52 LOVE CRES,Ajax,Single Family,1299900
M73000004-26084142,3011 RUNDLE RD,Clarington,Single Family,2800000
M73000004-26084150,956 DOWNING CRT,Oshawa,Single Family,899000
M73000004-26084200,464 EUCLID AVE,Toronto,Single Family,2549900
M73000004-26084214,32 AMHERST AVE,Toronto,Single Family,1288800
M73000004-26084216,25 NAVAHO DR,Toronto,Single Family,1180000
M73000004-26084220,183 COLIN AVE,Toronto,Single Family,1999999
M73000004-26084244,188 DANIELS CRES,Ajax,Single Family,899900
M73000004-26084248,707 CLARENCE DR,Whitby,Single Family,1099000
M73000004-26084264,18 INKPEN LANE,Whitby,Single Family,1005356.522
M73000004-26084271,59A BEXHILL AVE,Toronto,Single Family,1588000
M73000004-26084277,44 WOODGARDEN CRES,Toronto,Single Family,1099900
M73000004-26084279,28 BRADLEY BLVD,Clarington,Single Family,1299900
M73000004-26084288,30 MANOR GLEN CRES,East Gwillimbury,Single Family,1850000
M73000004-26084289,118 MELROSE AVE,King,Single Family,4790000
M73000004-26084310,31 JARDINE ST,Brock,Single Family,849000
M73000004-26084326,14309 CONCESSION 1 RD,Uxbridge,Single Family,2699000
M73000004-26084328,15 DELEVAN CRT,Richmond Hill,Single Family,3980000
M73000004-26084376,450 SAVILLE CRES,Oakville,Single Family,3099000
M73000004-26084377,65 BRANSTONE RD,Toronto,Single Family,1862400
M73000004-26084384,51 ROBINSON RD,Halton Hills,Single Family,1679999
M73000004-26084389,1 SIDFORD RD,Brampton,Single Family,1499999
M73000004-26084395,33 ROBERTS CRES,Brampton,Single Family,889900
M73000004-26084396,50 MACDONELL AVE,Toronto,Single Family,2490000
M73000004-26084401,288 SANDWELL DR,Oakville,Single Family,3750000
M73000004-26084405,112 STEPHEN DR,Toronto,Single Family,1529000
M73000004-26084417,146 ST JOHNS RD,Toronto,Single Family,1449000
M73000004-26084420,1218 LAKEBREEZE DR,Mississauga,Single Family,1548880
M73000004-26084423,19 ELLIOTT DR,Halton Hills,Single Family,1289900
M73000004-26084433,100 BLACK CREEK BLVD,Toronto,Single Family,975000
M73000004-26084438,331 BOON AVE,Toronto,Single Family,1199000
M73000004-26084445,52 BRUSHWOOD DR,Brampton,Single Family,1089000
M73000004-26084447,46 RAVENSCREST DR,Toronto,Single Family,3099000
M73000004-26084449,146 ST JOHNS RD,Toronto,Multi-Family,1449000
M73000004-26084452,2430 OLD PHEASANT RD,Mississauga,Single Family,1925000
M73000004-26084454,35 ROYAL PALM DR E,Brampton,Single Family,1049000
M73000004-26084459,7602 CHINOOK DR,Mississauga,Single Family,999900
M73000004-26084461,2509 THORN LODGE DR,Mississauga,Single Family,1199000
M73000004-26084468,10126 OLD PINE CREST RD,Halton Hills,Single Family,1601125
M73000004-26084622,7030 Walker's Line,Milton,Single Family,5988888
M73000004-26084695,344 SPRUCE Street,Oakville,Single Family,4795000
M73000004-26084706,247 DONESSLE Drive,Oakville,Single Family,10900000
M73000004-26085426,1166 SHERWOOD Court,Oakville,Single Family,3288000
M73000004-26085471,4 PAGE AVE,Toronto,Single Family,4509428.571
M73000004-26085492,308 EMPRESS AVE,Toronto,Single Family,3190000
M73000004-26085521,91 DONWOODS DR,Toronto,Single Family,3850000
M73000004-26085558,10 DON MILLS RD,Toronto,Single Family,989000
M73000004-26085560,2432 FALL HARVEST CRES,Pickering,Single Family,799000
M73000004-26085573,41 GRIFFITHS DR,Ajax,Single Family,1698898
M73000004-26085601,90 SALAMANDER CRT,Vaughan,Single Family,1850000
M73000004-26085619,95 LIVING CRES,Markham,Single Family,1399000
M73000004-26085628,755 ARTHUR ST,Newmarket,Single Family,885000
M73000004-26085636,177 SELWYN RD S,Richmond Hill,Single Family,1828800
M73000004-26085689,1993 RACKUS CRES,Mississauga,Single Family,1050000
M73000004-26085692,2351 SPRINGFIELD CRES,Oakville,Single Family,1169900
M73000004-26085693,13 WEYBRIDGE TR,Brampton,Single Family,939999
M73000004-26085699,6 DRURY CRES,Brampton,Single Family,999000
M73000004-26085703,57 WILMONT CRT,Brampton,Single Family,848000
M73000004-26085717,10088 OLD PINE CREST RD,Halton Hills,Single Family,4499000
M73000004-26085741,31 JEFFERSON RD,Brampton,Single Family,1099000
M73000004-26085746,52 ASHMOUNT CRES,Toronto,Single Family,2598000
M73000004-26085760,41 MATSON DR,Caledon,Single Family,2749000
M73000004-26085783,13380 AIRPORT RD,Caledon,Single Family,3400428.571
M73000004-26085785,3240 DEMARA RD,Scugog,Single Family,869900
M73000004-26086165,2259 WUTHERING HEIGHTS Way,Oakville,Single Family,2599000
M73000004-26086438,2019 QUINTE Street,Burlington,Single Family,1549900
M73000004-26086590,14201 MCLAUGHLIN RD,Scugog,Single Family,1507405
M73000004-26086591,#1 -7 EATON PARK LANE,Toronto,Single Family,1138000
M73000004-26086596,46 NEW FOREST SQ,Toronto,Single Family,1488000
M73000004-26086599,228 SUMMIT DR,Scugog,Single Family,1690000
M73000004-26086624,707 SOUTH UNIONVILLE AVE,Markham,Single Family,1288888
M73000004-26086631,42 PRINCE ADAM CRT,King,Single Family,3900000
M73000004-26086645,157 FRANK KELLY DR,East Gwillimbury,Single Family,1588000
M73000004-26086684,9496 EIGHTH LINE,Halton Hills,Single Family,1689000
M73000004-26086688,45 BRULE CRES,Toronto,Single Family,3995000
M73000004-26086736,8837 MISSISSAUGA RD,Brampton,Single Family,2599999
M73000004-26086739,14 WHITE RD,Brampton,Single Family,1199990
M73000004-26086772,96 KILGANNON AVE,Clarington,Single Family,849000
M73000004-26086999,11 MAGNUM Way,Toronto,Single Family,1200000
M73000004-26087059,12 STEWART Street,Oakville,Single Family,1179000
M73000004-26087356,176 SUNSET TERR,Vaughan,Single Family,1175000
M73000004-26087372,77 COLONEL WAYLING BLVD,East Gwillimbury,Single Family,1948888
M73000004-26087386,"#1-2-3-4 -6302,04 MAIN ST",Whitchurch-Stouffville,Multi-Family,2998000
M73000004-26087395,72 EQUESTRIAN DR,Aurora,Single Family,2588888
M73000004-26087455,4 CALEDON CRES,Brampton,Single Family,1249000
M73000004-26087461,15 DONALD FITCH CRES,Brampton,Single Family,1190000
M73000004-26087463,59 ROLLINGWOOD DR,Brampton,Single Family,1250000
M73000004-26087469,9 MORGAN DR,Halton Hills,Single Family,2149000
M73000004-26087470,4223 BRANDON GATE,Mississauga,Single Family,999900
M73000004-26087501,602 SUNNYVALE CRES,Milton,Single Family,1298800
M73000004-26088037,2434 WESTOAK TRAILS Boulevard,Oakville,Single Family,1674000
M73000004-26088095,52 BURBANK DR,Toronto,Single Family,5899000
M73000004-26088116,534 DUFFERIN ST,Toronto,Single Family,974999
M73000004-26088125,220 MORNINGVIEW TR,Toronto,Single Family,1299999
M73000004-26088129,2128 COPPERMINE ST,Oshawa,Single Family,1299000
M73000004-26088133,3-487 AZTEC DR,Oshawa,Single Family,1249900
M73000004-26088170,216 BALLINAFAD RD,Caledon,Single Family,2250000
M73000004-26088185,15795 WINSTON CHURCHILL BLVD,Caledon,Single Family,1799980
M73000004-26088195,1266 BOWELL CRES,Milton,Single Family,1399000
M73000004-26088197,486 SILVER MAPLE RD,Oakville,Single Family,1250000
M73000004-26088200,4 3RD SIDE RD,Milton,Single Family,1199000
M73000004-26088466,17 FINLAYSON CRT,Vaughan,Single Family,1794000
M73000004-26088483,5469 RANDOLPH CRES,Burlington,Single Family,1599999
M73000004-26088489,6 MEADOW BROOK CRT,Caledon,Single Family,1399000
M73000004-26088500,2 SARAH JACKSON CRES,Toronto,Single Family,1120000
M73000004-26088502,LOT 19 GAMBLE ST,Halton Hills,Single Family,2395000
M73000004-26088508,2892 WESTON RD,Toronto,Single Family,1849999
M73000004-26088688,743 GERRARD ST E,Toronto,Single Family,1199999
M73000004-26088690,48 MAMMOTH HALL TR,Toronto,Single Family,1049999
M73000004-26088697,72 ALAMO HEIGHTS DR,Richmond Hill,Single Family,1838000
M73000004-26088722,6484 MILLER'S GRVE,Mississauga,Single Family,1699000
M73000004-26088872,590 DANFORTH RD,Toronto,Single Family,869000
M73000004-26088873,39 CROSSOVERS ST,Toronto,Single Family,1559900
M73000004-26088874,1610 CENTRAL ST,Pickering,Single Family,2199777
M73000004-26088886,357 BALDWIN RD,Georgina,Single Family,1380000
M73000004-26088892,87 WORTHINGTON AVE,Richmond Hill,Single Family,1688000
M73000004-26088896,289 SWAN PARK RD,Markham,Single Family,1488000
M73000004-26088899,2406 OLD BROMPTON WAY,Oakville,Single Family,1099900
M73000004-26088910,11 CLOVERHAVEN RD,Brampton,Single Family,1874922
M73000004-26088952,33 GOWAN DR,Whitby,Single Family,1599990
M73000004-26088953,263 MAIN ST N,Uxbridge,Single Family,2199900
M73000004-26088995,15 SEDGEMOUNT DR,Toronto,Single Family,1050000
M73000004-26089045,7507 BELL SCHOOL Line,Milton,Single Family,2199999
M73000004-26089153,41 TRANSWELL AVE,Toronto,Single Family,3388000
M73000004-26089204,1605 NASH RD,Clarington,Single Family,1499000
M73000004-26089264,271 LEXINGTON Road,Oakville,Single Family,1676777.778
M73000004-26089303,1294 ALDRIDGE Crescent,Burlington,Single Family,1123114.286
M73000004-26089314,2256 Greenway Terrace,Burlington,Single Family,1387842.857
M73000004-26089576,Lot 1101 Saida Street,Mississauga,Single Family,1329900
M73000004-26089578,196 Townsend Avenue,Burlington,Single Family,1690000
M73000004-26089719,2650 VICTORIA PARK AVE,Toronto,Single Family,1358000
M73000004-26089748,1B MAROWYNE DR,Toronto,Single Family,3899000
M73000004-26089751,32 MCNICOLL AVE,Toronto,Single Family,2090000
M73000004-26089778,745 QUEEN ST E,Toronto,Multi-Family,2999000
M73000004-26089794,437 MAIN ST,Toronto,Single Family,1399000
M73000004-26089795,25 ELDON AVE N,Toronto,Single Family,1099900
M73000004-26089796,18 MILLBROOK CRES,Toronto,Single Family,2199000
M73000004-26089809,128 RAGLAN ST,Whitby,Single Family,2598000
M73000004-26089820,25 VIVOT BLVD,Vaughan,Single Family,2764185.714
M73000004-26089834,30 HONEYBOURNE CRES,Markham,Single Family,1799000
M73000004-26089838,10 HANNAH RD,Georgina,Single Family,529900
M73000004-26089840,8 TIERO CRT,King,Single Family,3599999
M73000004-26089845,96 WIGWOSS DR S,Vaughan,Single Family,1649000
M73000004-26089857,9 GOODWIN CRT,East Gwillimbury,Single Family,1688000
M73000004-26089914,1364 ST CLAIR ST W,Toronto,Single Family,1250000
M73000004-26089916,52 GORDON RANDLE DR N,Brampton,Single Family,2299000
M73000004-26089918,272 PRESSED BRICK DR,Brampton,Single Family,989900
M73000004-26089950,27 DORCHESTER DR,Brampton,Single Family,1099000
M73000004-26089965,49 RUTHERFORD RD N,Brampton,Single Family,950000
M73000004-26089988,12 ARROWVIEW DR,Brampton,Single Family,1199900
M73000004-26090003,12 BONNYVIEW DR,Toronto,Single Family,1799900
M73000004-26090010,15507 MOUNT WOLFE RD,Caledon,Single Family,1683333.167
M73000004-26090011,68 BURGBY AVE,Brampton,Single Family,1100000
M73000004-26090025,6894 LESKARD RD,Clarington,Single Family,1199000
M73000004-26090138,870 HEPBURN Road,Milton,Single Family,1089900
M73000004-26090139,500 MORRISON Road,Oakville,Single Family,3880000
M73000004-26090671,641 BATHURST ST,Toronto,Single Family,2095000
M73000004-26090699,9 BRENT CRES,Clarington,Single Family,774900
M73000004-26090717,34 EMERALD HEIGHTS DR,Whitchurch-Stouffville,Single Family,2100000
M73000004-26090720,6 OVIDA BLVD,Markham,Single Family,3888000
M73000004-26090722,21 WHITEBIRCH LANE,East Gwillimbury,Single Family,2124999
M73000004-26090723,15 BERT TAIT LANE,Whitchurch-Stouffville,Single Family,936666.6667
M73000004-26090724,327 DOWSON LOOP,Newmarket,Single Family,1159000
M73000004-26090735,163 HENDERSON AVE,Markham,Single Family,1988000
M73000004-26090738,826 MONTSELL AVE,Georgina,Single Family,1825000
M73000004-26090740,46 ANN LOUISE CRES,Markham,Single Family,1899800
M73000004-26090741,39 STOYELL DR,Richmond Hill,Single Family,1299000
M73000004-26090743,235 SUNNYRIDGE AVE,Whitchurch-Stouffville,Single Family,1849800
M73000004-26090747,15935 DUFFERIN ST,King,Single Family,3999000
M73000004-26090765,9091 YONGE ST,Richmond Hill,Single Family,1223000
M73000004-26090769,2 PETER ST,Markham,Single Family,1999000
M73000004-26090773,33 CALMAR CRES,Aurora,Single Family,1569888
M73000004-26090809,8 FRANMAR RD,Brampton,Single Family,2278000
M73000004-26090831,LOT1101 SAIDA ST,Mississauga,Single Family,1329900
M73000004-26090832,57 GOLDEN SPRING DR,Brampton,Single Family,879900
M73000004-26090834,13 MARKHAM ST,Brampton,Single Family,1375000
M73000004-26090841,432 VALLEYFIELD DR,Mississauga,Single Family,1649999
M73000004-26090844,8731 CASTLEDERG SIDE RD,Caledon,Single Family,1098000
M73000004-26090845,18A INDIAN RD CRES,Toronto,Single Family,1188888
M73000004-26090854,12 GRENVIEW BLVD N,Toronto,Single Family,1764000
M73000004-26090860,1533 MAPLE RIDGE DR,Mississauga,Single Family,1448793
M73000004-26090866,21 MAPLE AVE S,Mississauga,Single Family,2999999
M73000004-26090873,1076 EASTERBROOK CRES W,Milton,Single Family,1349000
M73000004-26090878,14201 WINSTON CHURCHILL BLVD,Caledon,Single Family,1449000
M73000004-26090888,12 LAKECREST TR,Brampton,Single Family,1149700
M73000004-26091020,3101 GLADESIDE Avenue,Oakville,Single Family,1639900
M73000004-26091114,210 CHARTWELL Road,Oakville,Single Family,10995000
M73000004-26091653,777 CHINOOK PATH,Oshawa,Single Family,849999
M73000004-26091662,500 ORMOND DR,Oshawa,Single Family,1179000
M73000004-26091667,#6 -520 ROSSLAND RD W,Ajax,Single Family,2550000
M73000004-26091671,1 LOT 185-1,Pickering,Single Family,1099000
M73000004-26091676,14 GATEWAY CRT,Whitby,Single Family,879999
M73000004-26091690,177 TOWNSGATE DR,Vaughan,Single Family,2498000
M73000004-26091704,57 LAURELEAF RD,Markham,Single Family,2900000
M73000004-26091707,47 ROSSINI DR,Richmond Hill,Single Family,2099000
M73000004-26091751,588 RAPIDS LANE,Mississauga,Single Family,2300000
M73000004-26091779,1003 MESA CRES,Mississauga,Single Family,1499900
M73000004-26091785,78 ARTHURS CRES,Brampton,Single Family,1245000
M73000004-26091789,LOT 1 THORNBUSH (#275) BLVD,Brampton,Single Family,1649000
M73000004-26091793,#86 -620 FERGUSON DR,Milton,Single Family,719900
M73000004-26091801,10 COUSINS CRT,Brampton,Single Family,1249000
M73000004-26091818,144 SKEGBY RD,Brampton,Single Family,899555
M73000004-26092020,329 ERINDALE Drive,Burlington,Single Family,1400000
M73000004-26092168,2076 CAVENDISH Drive,Burlington,Single Family,1248000
M73000004-26092392,292 LAIRD DR,Toronto,Single Family,3750000
M73000004-26092398,22 RODEO CRT,Toronto,Single Family,1329900
M73000004-26092429,133 MACPHERSON AVE,Toronto,Single Family,2395000
M73000004-26092440,160 HAREWOOD AVE,Toronto,Single Family,1049641.857
M73000004-26092441,116A GLEBEMOUNT AVE,Toronto,Single Family,1349900
M73000004-26092452,1835 ALTONA RD,Pickering,Single Family,1459900
M73000004-26092480,36 WRENWOOD CRT,Markham,Single Family,3298000
M73000004-26092483,207 REG HARRISON TR,Newmarket,Single Family,2549998
M73000004-26092492,5 ALBERT ST W,Brock,Single Family,2450000
M73000004-26092497,11 GOODWIN CRT,East Gwillimbury,Single Family,1688000
M73000004-26092542,112 EARTH STAR TR,Brampton,Single Family,899999
M73000004-26092543,55 BARLEYFIELD RD,Brampton,Single Family,1348999
M73000004-26092545,48 HARDING ST,Halton Hills,Single Family,1099000
M73000004-26092548,117 DYNEVOR RD,Toronto,Single Family,999900
M73000004-26092551,963 SANFORD DR,Burlington,Single Family,1698000
M73000004-26092558,23 HAMPSHIRE HTS N,Toronto,Single Family,1699999
M73000004-26092563,16 BANAS WAY,Brampton,Single Family,1062400
M73000004-26092573,3752 MILKWOOD CRES,Mississauga,Single Family,1066333.333
M73000004-26092596,10 DEESIDE CRES,Brampton,Single Family,899900
M73000004-26092601,5 EDINBOROUGH AVE,Scugog,Single Family,1274900
M73000004-26092816,1211 PINEGROVE Road,Oakville,Single Family,3149900
M73000004-26093233,#2 -520 ROSSLAND RD W,Ajax,Single Family,2400000
M73000004-26093254,21152 KENNEDY RD,East Gwillimbury,Single Family,3999999
M73000004-26093265,85 FERGUS AVE,Richmond Hill,Single Family,1500000
M73000004-26093266,82 FERGUS AVE,Richmond Hill,Single Family,1500000
M73000004-26093277,43 HUGHSON DR,Markham,Single Family,3880000
M73000004-26093307,1292 AYMOND CRES,Oakville,Single Family,1650000
M73000004-26093314,22 ANASTACIA CRT,Toronto,Single Family,1363500
M73000004-26093317,12806 MISSISSAUGA RD,Caledon,Single Family,1797000
M73000004-26093321,11 CIRILLO ST,Brampton,Single Family,1684714.286
M73000004-26093332,70 GULLIVER CRES,Brampton,Single Family,769905
M73000004-26093397,72 DUNN Street,Oakville,Single Family,3999000
M73000004-26093647,#3 -520 ROSSLAND RD W,Ajax,Single Family,2350000
M73000004-26093651,80 HUNTINGTON AVE,Toronto,Single Family,699999
M73000004-26093652,2513 FALL HARVEST CRES,Pickering,Single Family,799999
M73000004-26093663,162 GRANDVIEW AVE,Markham,Single Family,1898000
M73000004-26093673,20909 SHAWS CREEK RD,Caledon,Single Family,1499900
M73000004-26093688,1338 TANSLEY DR,Oakville,Single Family,2922133.333
M73000004-26093695,38 LORD SIMCOE DR,Brampton,Single Family,1199000
